,HPO_LABEL,OMIM,HPO,DOID_MAP,EDGES_TO_DOID
7736,Dystonia,615157,0001332,543,0060351
7737,Apraxia,615157,0002186,0060135,0060351
7738,Olivopontocerebellar atrophy,615157,0002542,14784,0060351
7739,Arthritis,165720,0001369,848,165720
7740,Osteoarthritis,165720,0002758,8398,165720
7741,Arthritis,208250,0001369,848,0090127
7742,Pericarditis,208250,0001701,1787,0090127
7743,Constrictive pericarditis,208250,0002563,11481,0090127
7744,Arthropathy,208250,0003040,381,0090127
7745,Arthritis,602111,0001369,848,0080030
7746,Spondyloepimetaphyseal dysplasia,602111,0002651,0080027,0080030
7747,Osteoarthritis,602111,0002758,8398,0080030
7748,Arthritis,130060,0001369,848,0080727
7749,Scoliosis,130060,0002650,0060249,0080727
7750,Osteoarthritis,130060,0002758,8398,0080727
7751,Arthritis,190350,0001369,848,14743
7752,Scoliosis,190350,0002650,0060249,14743
7753,Osteoarthritis,190350,0002758,8398,14743
7754,Arthritis,306900,0001369,848,12259
7755,Osteoarthritis,306900,0002758,8398,12259
7756,Arthritis,142669,0001369,848,0111367
7757,Osteoarthritis,142669,0002758,8398,0111367
7758,Arthritis,301054,0001369,848,0080828
7759,Thrombocytopenia,301054,0001873,1588,0080828
7760,Anemia,301054,0001903,2355,0080828
7761,Macrocytic anemia,301054,0001972,2361,0080828
7762,Arthritis,140600,0001369,848,140600
7763,Osteoarthritis,140600,0002758,8398,140600
7764,Arthritis,607850,0001369,848,607850
7765,Osteoarthritis,607850,0002758,8398,607850
7766,Cholestasis,237500,0001396,13580,12308
7767,Cholestasis,614300,0001396,13580,0111038
7768,Hypermethioninemia,614300,0003235,0050544,0111038
7769,Cholestasis,609015,0001396,13580,0111277
7771,Congestive heart failure,609015,0001635,6000,0111277
7773,Cardiomyopathy,609015,0001638,0050700,0111277
7775,Dilated cardiomyopathy,609015,0001644,12930,0111277
7777,Hypoglycemia,609015,0001943,9993,0111277
7779,Respiratory failure,609015,0002878,11162,0111277
7781,Myoglobinuria,609015,0002913,0080108,0111277
7783,Lactic acidosis,609015,0003128,3650,0111277
7785,Myopathy,609015,0003198,423,0111277
7787,Cholestasis,185000,0001396,13580,0111562
7788,Hemolytic anemia,185000,0001878,583,0111562
7789,Anemia,185000,0001903,2355,0111562
7790,Cholestasis,616689,0001396,13580,0111577
7791,Hemolytic anemia,616689,0001878,583,0111577
7792,Anemia,616689,0001903,2355,0111577
7793,Cholestasis,603358,0001396,13580,0111455
7794,Lactic acidosis,603358,0003128,3650,0111455
7795,Hepatocellular carcinoma,114550,0001402,684,684
7804,Viral hepatitis,114550,0006562,1884,684
7813,Hepatitis,114550,0012115,2237,684
7822,Hepatocellular carcinoma,613490,0001402,684,13372
7823,Bronchitis,613490,0012387,6132,13372
7824,Portal hypertension,232500,0001409,10762,2750
7825,Polyhydramnios,232500,0001561,8488,2750
7826,Cardiomyopathy,232500,0001638,0050700,2750
7827,Esophageal varix,232500,0002040,112,2750
7828,Arthrogryposis multiplex congenita,232500,0002804,0080954,2750
7829,Renal fibrosis,232500,0030760,0050855,2750
7830,Obesity,618395,0001513,9970,0112200
7831,Scoliosis,618395,0002650,0060249,0112200
7832,Spondyloepimetaphyseal dysplasia,618395,0002651,0080027,0112200
7833,Omphalocele,215140,0001539,0060327,0111588
7834,Polyhydramnios,215140,0001561,8488,0111588
7835,Tracheal calcification,215140,0002787,14224,0111588
7836,Polydactyly,215140,0010442,1148,0111588
7837,Polyhydramnios,616794,0001561,8488,0111470
7838,Congestive heart failure,616794,0001635,6000,0111470
7839,Respiratory failure,616794,0002878,11162,0111470
7840,Lactic acidosis,616794,0003128,3650,0111470
7841,Polyhydramnios,615348,0001561,8488,0110930
7842,Respiratory failure,615348,0002878,11162,0110930
7843,Myopathy,615348,0003198,423,0110930
7844,Myofibrillar myopathy,615348,0003715,0080307,0110930
7845,Polyhydramnios,200600,0001561,8488,0080054
7846,Polyhydramnios,161800,0001561,8488,0110927
7847,Cardiomyopathy,161800,0001638,0050700,0110927
7848,Dilated cardiomyopathy,161800,0001644,12930,0110927
7849,Scoliosis,161800,0002650,0060249,0110927
7850,Arthrogryposis multiplex congenita,161800,0002804,0080954,0110927
7851,Myopathy,161800,0003198,423,0110927
7852,Polyhydramnios,215045,0001561,8488,0060387
7853,Oligohydramnios,249210,0001562,12215,0060610
7854,Alopecia,603554,0001596,987,0060010
7857,Thrombocytopenia,603554,0001873,1588,0060010
7860,Lymphopenia,603554,0001888,614,0060010
7863,Anemia,603554,0001903,2355,0060010
7866,Diarrhea,603554,0002014,13250,0060010
7869,Pneumonia,603554,0002090,552,0060010
7872,Alopecia,601705,0001596,987,0060769
7873,Lymphopenia,601705,0001888,614,0060769
7874,Alopecia,158000,0001596,987,0050472
7877,Alopecia,146550,0001596,987,0110701
7878,Alopecia,253270,0001596,987,859
7879,Thrombocytopenia,253270,0001873,1588,859
7880,Metabolic acidosis,253270,0001942,0050758,859
7881,Alopecia,104100,0001596,987,0111244
7882,Alopecia,612841,0001596,987,0110702
7883,Alopecia,615059,0001596,987,0110708
7884,Alopecia,613229,0001596,987,0050587
7885,Ventricular septal defect,109730,0001629,1657,0080333
7886,Aortic valve stenosis,109730,0001650,1712,0080333
7887,Double outlet right ventricle,109730,0001719,6406,0080333
7888,Ventricular septal defect,615550,0001629,1657,0111882
7889,Anemia,615550,0001903,2355,0111882
7890,Macrocytic anemia,615550,0001972,2361,0111882
7891,Mitral valve prolapse,175050,0001634,988,0111543
7892,Arteriovenous malformation,175050,0100026,11294,0111543
7893,Anemia,175050,0001903,2355,0111543
7894,Diarrhea,175050,0002014,13250,0111543
7895,Aortic dissection,175050,0002647,0080685,0111543
7896,Gastrointestinal carcinoma,175050,0002672,0050922,0111543
7897,Aortic aneurysm,175050,0004942,3627,0111543
7898,Mitral valve prolapse,614185,0001634,988,0111726
7899,Aortic valve stenosis,614185,0001650,1712,0111726
7900,Congestive heart failure,616198,0001635,6000,0111500
7901,Cardiomyopathy,616198,0001638,0050700,0111500
7902,Lactic acidosis,616198,0003128,3650,0111500
7903,Congestive heart failure,209300,0001635,6000,0050649
7904,Anemia,209300,0001903,2355,0050649
7905,Hypochromic anemia,209300,0001931,11759,0050649
7906,Atransferrinemia,209300,0012239,0050649,0050649
7907,Congestive heart failure,231050,0001635,6000,0111725
7908,Aortic valve stenosis,231050,0001650,1712,0111725
7909,Tracheal stenosis,231050,0002777,3227,0111725
7910,Congestive heart failure,302060,0001635,6000,0050476
7911,Cardiomyopathy,302060,0001638,0050700,0050476
7912,Hypertrophic cardiomyopathy,302060,0001639,11984,0050476
7913,Dilated cardiomyopathy,302060,0001644,12930,0050476
7914,Endocardial fibroelastosis,302060,0001706,12929,0050476
7915,Neutropenia,302060,0001875,1227,0050476
7916,Lactic acidosis,302060,0003128,3650,0050476
7917,Myopathy,302060,0003198,423,0050476
7918,3-Methylglutaconic aciduria,302060,0003535,0060336,0050476
7919,Congestive heart failure,601214,0001635,6000,0080551
7920,Cardiomyopathy,601214,0001638,0050700,0080551
7921,Dilated cardiomyopathy,601214,0001644,12930,0080551
7922,Cardiac arrest,601214,0001695,0060319,0080551
7923,Right bundle branch block,601214,0011712,13209,0080551
7924,Tetralogy of Fallot,187500,0001636,6419,6419
7930,Cardiomyopathy,251000,0001638,0050700,0060740
7931,Pancreatitis,251000,0001733,4989,0060740
7932,Thrombocytopenia,251000,0001873,1588,0060740
7933,Leukopenia,251000,0001882,615,0060740
7934,Metabolic acidosis,251000,0001942,0050758,0060740
7935,Methylmalonic acidemia,251000,0002912,14749,0060740
7936,Chronic kidney disease,251000,0012622,784,0060740
7937,Cardiomyopathy,212138,0001638,0050700,0111585
7938,Atrioventricular block,212138,0001678,0050820,0111585
7939,Cardiac arrest,212138,0001695,0060319,0111585
7940,Hypoglycemia,212138,0001943,9993,0111585
7941,Cardiomyopathy,615745,0001638,0050700,0080663
7942,Cardiomyopathy,614582,0001638,0050700,0111472
7943,Hypertrophic cardiomyopathy,614582,0001639,11984,0111472
7944,Cardiomyopathy,618839,0001638,0050700,0112118
7945,Anemia,618839,0001903,2355,0112118
7946,Hypoglycemia,618839,0001943,9993,0112118
7947,Lactic acidosis,618839,0003128,3650,0112118
7948,Cardiomyopathy,194200,0001638,0050700,384
7949,Cardiac arrest,194200,0001695,0060319,384
7950,Wolff-Parkinson-White syndrome,194200,0001716,384,384
7951,Atrial fibrillation,194200,0005110,0060224,384
7952,Cardiomyopathy,615395,0001638,0050700,0111469
7953,Hypertrophic cardiomyopathy,615395,0001639,11984,0111469
7954,Cardiomyopathy,232400,0001638,0050700,2748
7955,Hypoglycemia,232400,0001943,9993,2748
7956,Myopathy,232400,0003198,423,2748
7957,Cardiomyopathy,618835,0001638,0050700,0112117
7958,Hypertrophic cardiomyopathy,618835,0001639,11984,0112117
7959,Anemia,618835,0001903,2355,0112117
7960,Hypoglycemia,618835,0001943,9993,0112117
7961,Lactic acidosis,618835,0003128,3650,0112117
7962,Cardiomyopathy,614096,0001638,0050700,0111479
7963,Hypertrophic cardiomyopathy,614096,0001639,11984,0111479
7964,Lactic acidosis,614096,0003128,3650,0111479
7965,Cardiomyopathy,613657,0001638,0050700,0111352
7966,D-2-hydroxyglutaric aciduria,613657,0012321,0050575,0111352
7967,Cardiomyopathy,108770,0001638,0050700,0080662
7968,Atrioventricular block,108770,0001678,0050820,0080662
7969,Endocardial fibroelastosis,108770,0001706,12929,0080662
7970,Atrial fibrillation,108770,0005110,0060224,0080662
7971,First degree atrioventricular block,108770,0011705,0050821,0080662
7972,Cardiomyopathy,618378,0001638,0050700,0111466
7973,Hypertrophic cardiomyopathy,618378,0001639,11984,0111466
7974,Wolff-Parkinson-White syndrome,618378,0001716,384,0111466
7975,Lactic acidosis,618378,0003128,3650,0111466
7976,Cardiomyopathy,300842,0001638,0050700,0112107
7977,Dilated cardiomyopathy,300842,0001644,12930,0112107
7978,Myopathy,300842,0003198,423,0112107
7979,Atrial fibrillation,300842,0005110,0060224,0112107
7980,Personality disorder,300842,0012075,1510,0112107
7981,Aortic valve stenosis,618496,0001650,1712,0080977
7982,Aortic aneurysm,618496,0004942,3627,0080977
7983,Thoracic aortic aneurysm,618496,0012727,14004,0080977
7984,Atrioventricular block,616247,0001678,0050820,0110655
7985,Cardiac arrest,616247,0001695,0060319,0110655
7986,Atrioventricular block,611777,0001678,0050820,0110219
7987,Cardiac arrest,611777,0001695,0060319,0110219
7988,First degree atrioventricular block,611777,0011705,0050821,0110219
7989,Right bundle branch block,611777,0011712,13209,0110219
7990,Atrioventricular block,604559,0001678,0050820,0111076
7991,Right bundle branch block,604559,0011712,13209,0111076
7992,Atrioventricular block,611819,0001678,0050820,0110651
7993,Cardiac arrest,611819,0001695,0060319,0110651
7994,Atrial fibrillation,611819,0005110,0060224,0110651
7995,Atrioventricular block,113900,0001678,0050820,0111074
7996,Cardiac arrest,113900,0001695,0060319,0111074
7997,Third degree atrioventricular block,113900,0001709,0050823,0111074
7998,Right bundle branch block,113900,0011712,13209,0111074
7999,Cardiac arrest,601144,0001695,0060319,0110218
8000,Atrial fibrillation,601144,0005110,0060224,0110218
8001,Right bundle branch block,601144,0011712,13209,0110218
8002,Cardiac arrest,611875,0001695,0060319,0110220
8003,Atrial fibrillation,611875,0005110,0060224,0110220
8004,Cardiac arrest,613688,0001695,0060319,0110645
8006,Cardiac arrest,192500,0001695,0060319,0110644
8008,Cardiac arrest,611818,0001695,0060319,0110650
8009,Cardiac arrest,613693,0001695,0060319,0110648
8010,Cardiac arrest,613119,0001695,0060319,0110223
8011,Cardiac arrest,616249,0001695,0060319,0110656
8012,Cardiac arrest,618951,0001695,0060319,0112113
8013,Cardiac arrest,613695,0001695,0060319,0110647
8014,Cardiac arrest,603830,0001695,0060319,0110646
8015,Pericardial effusion,613011,0001698,118,0060707
8016,Thrombocytopenia,613011,0001873,1588,0060707
8017,Pancytopenia,613011,0001876,12450,0060707
8018,Hemolytic anemia,613011,0001878,583,0060707
8019,Leukopenia,613011,0001882,615,0060707
8020,Lymphopenia,613011,0001888,614,0060707
8021,Autoimmune hemolytic anemia,613011,0001890,718,0060707
8022,Anemia,613011,0001903,2355,0060707
8023,Lymphoma,613011,0002665,0060058,0060707
8024,Stomatitis,613011,0010280,9637,0060707
8025,B-cell lymphoma,613011,0012191,707,0060707
8026,Non-Hodgkin lymphoma,613011,0012539,0060060,0060707
8027,Wolff-Parkinson-White syndrome,232300,0001716,384,2752
8028,Arteriovenous malformation,108010,0100026,11294,0060688
8030,Thrombocytopenia,601709,0001873,1588,0111050
8031,Thrombocytopenia,243500,0001873,1588,14753
8032,Pancytopenia,243500,0001876,12450,14753
8033,Leukopenia,243500,0001882,615,14753
8034,Metabolic acidosis,243500,0001942,0050758,14753
8035,Thrombocytopenia,616435,0001873,1588,0111081
8036,Pancytopenia,616435,0001876,12450,0111081
8037,Anemia,616435,0001903,2355,0111081
8038,Thrombocytopenia,139090,0001873,1588,0111044
8039,Myelofibrosis,139090,0011974,4971,0111044
8040,Thrombocytopenia,618534,0001873,1588,0111980
8041,Hemolytic anemia,618534,0001878,583,0111980
8042,Autoimmune hemolytic anemia,618534,0001890,718,0111980
8043,Anemia,618534,0001903,2355,0111980
8044,Bronchiectasis,618534,0002110,9563,0111980
8045,Lymphoma,618534,0002665,0060058,0111980
8046,B-cell lymphoma,618534,0012191,707,0111980
8047,Non-Hodgkin lymphoma,618534,0012539,0060060,0111980
8048,Thrombocytopenia,617514,0001873,1588,0111983
8049,Hemolytic anemia,617514,0001878,583,0111983
8050,Lymphopenia,617514,0001888,614,0111983
8051,Anemia,617514,0001903,2355,0111983
8052,Pneumonia,617514,0002090,552,0111983
8053,Bronchiectasis,617514,0002110,9563,0111983
8054,Thrombocytopenia,185070,0001873,1588,0060354
8055,Anemia,185070,0001903,2355,0060354
8056,Migraine,185070,0002076,6364,0060354
8057,Myopathy,185070,0003198,423,0060354
8058,Abnormal pupillary function,185070,0007686,11518,0060354
8059,Ichthyosis,185070,0008064,1697,0060354
8060,Dyslexia,185070,0010522,4428,0060354
8061,Thrombocytopenia,618459,0001873,1588,0111991
8062,Bronchiectasis,618459,0002110,9563,0111991
8063,Thrombocytopenia,263300,0001873,1588,8997
8064,Thrombocytosis,263300,0001894,2228,8997
8065,Polycythemia,263300,0001901,8432,8997
8066,Budd-Chiari syndrome,263300,0002639,11512,8997
8067,Neutropenia,618310,0001875,1227,0111896
8068,Anemia,618310,0001903,2355,0111896
8069,Neutropenia,193670,0001875,1227,0060591
8070,Bronchiectasis,193670,0002110,9563,0060591
8071,Papilloma,193670,0012740,2615,0060591
8072,Neutropenia,250250,0001875,1227,14773
8073,Lymphopenia,250250,0001888,614,14773
8074,Anemia,250250,0001903,2355,14773
8075,Metaphyseal dysplasia,250250,0100255,0080019,14773
8076,Macrocytic anemia,250250,0001972,2361,14773
8077,Esophageal atresia,250250,0002032,10485,14773
8078,Scoliosis,250250,0002650,0060249,14773
8079,Lymphoma,250250,0002665,0060058,14773
8080,Congenital hypoplastic anemia,250250,0004810,1342,14773
8081,Neutropenia,606843,0001875,1227,0060023
8082,Neutropenia,612563,0001875,1227,0111881
8083,Anemia,612563,0001903,2355,0111881
8084,Macrocytic anemia,612563,0001972,2361,0111881
8085,Neutropenia,612527,0001875,1227,0111890
8086,Anemia,612527,0001903,2355,0111890
8087,Macrocytic anemia,612527,0001972,2361,0111890
8088,Neutropenia,300988,0001875,1227,0112001
8089,Lymphopenia,300988,0001888,614,0112001
8090,Neutropenia,614172,0001875,1227,0111947
8091,Pancytopenia,614172,0001876,12450,0111947
8092,Lymphopenia,614172,0001888,614,0111947
8093,Leukemia,614172,0001909,1240,0111947
8094,Aplastic anemia,614172,0001915,12449,0111947
8095,Myeloid leukemia,614172,0012324,8692,0111947
8096,Pancytopenia,618963,0001876,12450,0112006
8097,Thrombocytosis,618963,0001894,2228,0112006
8098,Anemia,618963,0001903,2355,0112006
8099,Diarrhea,618963,0002014,13250,0112006
8100,Pancytopenia,615593,0001876,12450,0111935
8101,Hemolytic anemia,615593,0001878,583,0111935
8102,Anemia,615593,0001903,2355,0111935
8103,Kaposi's sarcoma,615593,0100726,8632,0111935
8104,Pancytopenia,618394,0001876,12450,0111954
8105,Ulcerative colitis,618394,0100279,8577,0111954
8106,Crohn's disease,618394,0100280,8778,0111954
8107,Diarrhea,618394,0002014,13250,0111954
8108,Bronchiectasis,618394,0002110,9563,0111954
8109,Pulmonary fibrosis,618394,0002206,3770,0111954
8110,Colitis,618394,0002583,0060180,0111954
8111,Hemolytic anemia,610163,0001878,583,0111942
8112,Lymphopenia,610163,0001888,614,0111942
8113,Autoimmune hemolytic anemia,610163,0001890,718,0111942
8114,Anemia,610163,0001903,2355,0111942
8115,Diarrhea,610163,0002014,13250,0111942
8116,Pneumonia,610163,0002090,552,0111942
8117,Hemolytic anemia,613978,0001878,583,0110031
8119,Anemia,613978,0001903,2355,0110031
8121,Leukopenia,267500,0001882,615,0060020
8122,Lymphopenia,267500,0001888,614,0060020
8123,Combined immunodeficiency,267500,0005387,0111962,0060020
8124,Agranulocytosis,267500,0012234,12987,0060020
8125,Lymphopenia,615897,0001888,614,0111938
8126,Lymphopenia,233650,0001888,614,0112253
8128,Combined immunodeficiency,233650,0005387,0111962,0112253
8130,Lymphopenia,615758,0001888,614,0111937
8131,Diarrhea,615758,0002014,13250,0111937
8132,Panniculitis,615758,0012490,1526,0111937
8133,Lymphopenia,616005,0001888,614,0111949
8134,Leukemia,616005,0001909,1240,0111949
8135,Diarrhea,616005,0002014,13250,0111949
8136,Bronchiectasis,616005,0002110,9563,0111949
8137,Lymphoma,616005,0002665,0060058,0111949
8138,Chronic leukemia,616005,0005558,1036,0111949
8139,B-cell lymphoma,616005,0012191,707,0111949
8140,Non-Hodgkin lymphoma,616005,0012539,0060060,0111949
8141,Lymphopenia,616433,0001888,614,0111951
8142,Lymphopenia,615513,0001888,614,0111936
8143,Bronchiectasis,615513,0002110,9563,0111936
8144,Cellulitis,615513,0100658,3488,0111936
8145,Thrombocytosis,209950,0001894,2228,0111955
8146,Anemia,209950,0001903,2355,0111955
8147,Diarrhea,209950,0002014,13250,0111955
8148,Pneumonia,209950,0002090,552,0111955
8149,Histiocytosis,209950,0100727,3405,0111955
8150,Osteomyelitis,209950,0002754,1019,0111955
8151,Normocytic anemia,615909,0001897,720,0111889
8152,Anemia,615909,0001903,2355,0111889
8153,Anemia,131300,0001903,2355,4997
