,HPO_LABEL,OMIM,HPO,MESH,DOID
9403,Leukopenia,613011,0001882,D007970,0060707
9404,Lymphopenia,613011,0001888,D008231,0060707
9405,Anemia,613011,0001903,D000740,0060707
9406,Fever,613011,0001945,D005334,0060707
9407,Pleural effusion,613011,0002202,D010996,0060707
9408,Hepatomegaly,613011,0002240,D006529,0060707
9409,Lymphoma,613011,0002665,D008223,0060707
9410,Lymphadenopathy,613011,0002716,D000072281,0060707
9411,Autoimmunity,613011,0002960,D015551,0060707
9412,Viremia,613011,0020071,D014766,0060707
9413,T lymphocytopenia,613011,0005403,C536783,0060707
9414,Stomatitis,613011,0010280,D013280,0060707
9415,Edema,609015,0000969,D004487,0111277
9417,Lethargy,609015,0001254,D053609,0111277
9419,Muscle weakness,609015,0001324,D018908,0111277
9421,Cholestasis,609015,0001396,D002779,0111277
9423,Failure to thrive,609015,0001508,D005183,0111277
9425,Hydrops fetalis,609015,0001789,D015160,0111277
9427,Acidosis,609015,0001941,D000138,0111277
9429,Hypoglycemia,609015,0001943,D007003,0111277
9431,Hyperammonemia,609015,0001987,D022124,0111277
9433,Respiratory insufficiency,609015,0002093,D012131,0111277
9435,Azotemia,609015,0002157,D053099,0111277
9437,Myoglobinuria,609015,0002913,D009212,0111277
9439,Rhabdomyolysis,609015,0003201,D012206,0111277
9441,Myalgia,609015,0003326,D063806,0111277
9443,Pain,609015,0012531,D010146,0111277
9445,Edema,256500,0000969,D004487,0050474
9446,Urticaria,256500,0001025,D014581,0050474
9447,Parakeratosis,256500,0001036,D010241,0050474
9448,Failure to thrive,256500,0001508,D005183,0050474
9449,Eosinophilia,256500,0001880,D004802,0050474
9450,Dehydration,256500,0001944,D003681,0050474
9451,Leukocytosis,256500,0001974,D007964,0050474
9452,Asthma,256500,0002099,D001249,0050474
9453,Angioedema,256500,0100665,D000799,0050474
9454,Ichthyosis,256500,0008064,D007057,0050474
9455,Intestinal atresia,256500,0011100,D007409,0050474
9456,Rhinitis,256500,0012384,D012220,0050474
9457,Edema,228000,0000969,D004487,0050464
9458,Intellectual disability,228000,0001249,D008607,0050464
9459,Arthritis,228000,0001369,D001168,0050464
9460,Failure to thrive,228000,0001508,D005183,0050464
9461,Splenomegaly,228000,0001744,D013163,0050464
9462,Respiratory insufficiency,228000,0002093,D012131,0050464
9463,Hepatomegaly,228000,0002240,D006529,0050464
9464,Edema,600972,0000969,D004487,0080055
9465,Polyhydramnios,600972,0001561,D006831,0080055
9466,Breech presentation,600972,0001623,D001946,0080055
9467,Hydrops fetalis,600972,0001789,D015160,0080055
9468,Respiratory insufficiency,600972,0002093,D012131,0080055
9469,Hernia,600972,0100790,D006547,0080055
9470,Stillbirth,600972,0003826,D050497,0080055
9471,Edema,256540,0000969,D004487,0080540
9472,Hemangioma,256540,0001028,D006391,0080540
9473,Intellectual disability,256540,0001249,D008607,0080540
9474,Hydrops fetalis,256540,0001789,D015160,0080540
9475,Corneal opacity,256540,0007957,D003318,0080540
9476,Edema,226200,0000969,D004487,0111667
9477,Failure to thrive,226200,0001508,D005183,0111667
9478,Diarrhea,226200,0002014,D003967,0111667
9479,Hypoproteinemia,226200,0003075,D007019,0111667
9480,Edema,215045,0000969,D004487,0060387
9481,Polyhydramnios,215045,0001561,D006831,0060387
9482,Premature birth,215045,0001622,D047928,0060387
9483,Hydrops fetalis,215045,0001789,D015160,0060387
9484,Stillbirth,215045,0003826,D050497,0060387
9485,Edema,207900,0000969,D004487,14755
9486,Intellectual disability,207900,0001249,D008607,14755
9487,Ataxia,207900,0001251,D001259,14755
9488,Lethargy,207900,0001254,D053609,14755
9489,Coma,207900,0001259,D003128,14755
9490,Failure to thrive,207900,0001508,D005183,14755
9491,Alkalosis,207900,0001948,D000471,14755
9492,Hyperammonemia,207900,0001987,D022124,14755
9493,Vomiting,207900,0002013,D014839,14755
9494,Azotemia,207900,0002157,D053099,14755
9495,Hepatomegaly,207900,0002240,D006529,14755
9496,Edema,617667,0000969,D004487,0111406
9497,Syndactyly,617667,0001159,D013576,0111406
9498,Hydrops fetalis,617667,0001789,D015160,0111406
9499,Tracheal stenosis,617667,0002777,D014135,0111406
9500,Edema,249210,0000969,D004487,0060610
9501,Oligohydramnios,249210,0001562,D016104,0060610
9502,Edema,610498,0000969,D004487,0111483
9503,Cutis laxa,610498,0000973,D003483,0111483
9504,Brachydactyly,610498,0001156,D059327,0111483
9505,Lethargy,610498,0001254,D053609,0111483
9506,Agenesis of corpus callosum,610498,0001274,D061085,0111483
9507,Acidosis,610498,0001941,D000138,0111483
9508,Hypokinesia,610498,0002375,D018476,0111483
9509,Edema,200600,0000969,D004487,0080054
9510,Polyhydramnios,200600,0001561,D006831,0080054
9511,Hydrops fetalis,200600,0001789,D015160,0080054
9512,Stillbirth,200600,0003826,D050497,0080054
9513,Edema,607823,0000969,D004487,0111361
9514,Lymphedema,607823,0001004,D008209,0111361
9515,Alopecia,607823,0001596,D000505,0111361
9516,Hydrops fetalis,607823,0001789,D015160,0111361
9517,Cutis laxa,250220,0000973,D003483,0112298
9518,Brachydactyly,250220,0001156,D059327,0112298
9519,Lissencephaly,250220,0001339,D054082,0112298
9520,Talipes,250220,0001883,D000070558,0112298
9521,Myocarditis,250220,0012819,D009205,0112298
9522,Cutis laxa,602875,0000973,D003483,0080050
9523,Kyphosis,602875,0002808,D007738,0080050
9524,Hyperhidrosis,615279,0000975,D006945,0111462
9525,Intellectual disability,615279,0001249,D008607,0111462
9526,Failure to thrive,615279,0001508,D005183,0111462
9527,Scoliosis,615279,0002650,D012600,0111462
9528,Hyperhidrosis,248300,0000975,D006945,0060862
9529,Brachydactyly,248300,0001156,D059327,0060862
9530,Ichthyosis,248300,0008064,D007057,0060862
9531,Erythema,248300,0010783,D004890,0060862
9532,Purpura,217000,0000979,D011693,0060295
9533,Autoimmunity,217000,0002960,D015551,0060295
9534,Purpura,254450,0000979,D011693,4971
9538,Pallor,254450,0000980,D010167,4971
9542,Splenomegaly,254450,0001744,D013163,4971
9546,Leukemia,254450,0001909,D007938,4971
9550,Fever,254450,0001945,D005334,4971
9554,Pallor,617871,0000980,D010167,0080292
9555,Pallor,613983,0000980,D010167,0110411
9556,Pallor,612943,0000980,D010167,0110386
9557,Pruritus,618531,0000989,D011537,0080766
9558,Parakeratosis,618531,0001036,D010241,0080766
9559,Pruritus,607903,0000989,D011537,0110703
9560,Pili torti,607903,0003777,C562485,0110703
9561,Erythema,607903,0010783,D004890,0110703
9562,Hypertrichosis,252900,0000998,D006983,0111395
9563,Hirsutism,252900,0001007,D006628,0111395
9564,Intellectual disability,252900,0001249,D008607,0111395
9565,Splenomegaly,252900,0001744,D013163,0111395
9566,Diarrhea,252900,0002014,D003967,0111395
9567,Facial hypertrichosis,252900,0002219,C565029,0111395
9568,Hepatomegaly,252900,0002240,D006529,0111395
9569,Hypertrichosis,617524,0000998,D006983,0080248
9570,Erythema,617524,0010783,D004890,0080248
9571,Hypertrichosis,252920,0000998,D006983,0111394
9572,Hirsutism,252920,0001007,D006628,0111394
9573,Intellectual disability,252920,0001249,D008607,0111394
9574,Cardiomegaly,252920,0001640,D006332,0111394
9575,Splenomegaly,252920,0001744,D013163,0111394
9576,Diarrhea,252920,0002014,D003967,0111394
9577,Facial hypertrichosis,252920,0002219,C565029,0111394
9578,Hepatomegaly,252920,0002240,D006529,0111394
9579,Hypertrichosis,252940,0000998,D006983,0111402
9580,Hirsutism,252940,0001007,D006628,0111402
9581,Intellectual disability,252940,0001249,D008607,0111402
9582,Dysarthria,252940,0001260,D004401,0111402
9583,Splenomegaly,252940,0001744,D013163,0111402
9584,Diarrhea,252940,0002014,D003967,0111402
9585,Facial hypertrichosis,252940,0002219,C565029,0111402
9586,Hepatomegaly,252940,0002240,D006529,0111402
9587,Hypertrichosis,176100,0000998,D006983,3132
9589,Alopecia,176100,0001596,D000505,3132
9591,Onycholysis,176100,0001806,D054039,3132
9593,Facial hypertrichosis,176100,0002219,C565029,3132
9595,Hypertrichosis,252930,0000998,D006983,0111393
9596,Hirsutism,252930,0001007,D006628,0111393
9597,Intellectual disability,252930,0001249,D008607,0111393
9598,Splenomegaly,252930,0001744,D013163,0111393
9599,Diarrhea,252930,0002014,D003967,0111393
9600,Facial hypertrichosis,252930,0002219,C565029,0111393
9601,Hepatomegaly,252930,0002240,D006529,0111393
9602,Hernia,252930,0100790,D006547,0111393
9603,Scoliosis,252930,0002650,D012600,0111393
9604,Kyphosis,252930,0002808,D007738,0111393
9605,Hypertrichosis,193510,0000998,D006983,0110950
9606,Albinism,193510,0001022,D000417,0110950
9607,Heterochromia iridis,193510,0001100,C538115,0110950
9608,Facial hypertrichosis,193510,0002219,C565029,0110950
9609,Hirsutism,300804,0001007,D006628,0110981
9610,Intellectual disability,300804,0001249,D008607,0110981
9611,Cerebellar hypoplasia,300804,0001321,C562568,0110981
9612,Polydactyly,300804,0010442,D017689,0110981
9613,Albinism,600501,0001022,D000417,0050600
9614,Urticaria,606764,0001025,D014581,9253
9617,Sarcoma,606764,0100242,D012509,9253
9620,Constipation,606764,0002019,D003248,9253
9623,Intestinal obstruction,606764,0005214,D007415,9253
9626,Fibroma,606764,0010614,D005350,9253
9629,Urticaria,601859,0001025,D014581,6688
9631,Splenomegaly,601859,0001744,D013163,6688
9633,Thrombocytopenia,601859,0001873,D013921,6688
9635,Neutropenia,601859,0001875,D009503,6688
9637,Eosinophilia,601859,0001880,D004802,6688
9639,Anemia,601859,0001903,D000740,6688
9641,Leukocytosis,601859,0001974,D007964,6688
9643,Hepatomegaly,601859,0002240,D006529,6688
9645,Vasculitis,601859,0002633,D014657,6688
9647,Lymphadenopathy,601859,0002716,D000072281,6688
9649,Autoimmunity,601859,0002960,D015551,6688
9651,Urticaria,125630,0001025,D014581,1554
9652,Erythema,125630,0010783,D004890,1554
9653,Flushing,125630,0031284,D005483,1554
9654,Urticaria,611762,0001025,D014581,0090063
9655,Arthritis,611762,0001369,D001168,0090063
9656,Splenomegaly,611762,0001744,D013163,0090063
9657,Fever,611762,0001945,D005334,0090063
9658,Leukocytosis,611762,0001974,D007964,0090063
9659,Abdominal pain,611762,0002027,D015746,0090063
9660,Headache,611762,0002315,D006261,0090063
9661,Lymphadenopathy,611762,0002716,D000072281,0090063
9662,Arthralgia,611762,0002829,D018771,0090063
9663,Myalgia,611762,0003326,D063806,0090063
9664,Stomatitis,611762,0010280,D013280,0090063
9665,Erythema nodosum,611762,0012219,D004893,0090063
9666,Pain,611762,0012531,D010146,0090063
9667,Urticaria,618987,0001025,D014581,0112062
9668,Failure to thrive,618987,0001508,D005183,0112062
9669,Lymphopenia,618987,0001888,D008231,0112062
9670,Lymphadenopathy,618987,0002716,D000072281,0112062
9671,Urticaria,616115,0001025,D014581,0090065
9672,Fever,616115,0001945,D005334,0090065
9673,Arthralgia,616115,0002829,D018771,0090065
9674,Pain,616115,0012531,D010146,0090065
9675,Hemangioma,176920,0001028,D006391,13482
9676,Intellectual disability,176920,0001249,D008607,13482
9677,Splenomegaly,176920,0001744,D013163,13482
9678,Spinal cord compression,176920,0002176,D013117,13482
9679,Lymphangioma,176920,0100764,D008202,13482
9680,Hyperostosis,176920,0100774,D015576,13482
9681,Scoliosis,176920,0002650,D012600,13482
9682,Kyphosis,176920,0002808,D007738,13482
9683,Nevus,176920,0003764,D009506,13482
9684,Calvarial hyperostosis,176920,0004490,C537963,13482
9685,Venous thrombosis,176920,0004936,D020246,13482
9686,Hamartoma,176920,0010566,D006222,13482
9687,Epidermal nevus,176920,0010816,C580062,13482
9688,Lipoma,176920,0012032,D008067,13482
9689,Parakeratosis,602723,0001036,D010241,0080475
9690,Heterochromia iridis,277580,0001100,C538115,0110953
9691,Ataxia,277580,0001251,D001259,0110953
9692,Paraparesis,277580,0002385,D020335,0110953
9693,Heterochromia iridis,613265,0001100,C538115,0110954
9694,Choroideremia,303100,0001139,D015794,9821
9695,Brachydactyly,190351,0001156,D059327,0080376
9696,Scoliosis,190351,0002650,D012600,0080376
9697,Coxa magna,190351,0003279,D000070603,0080376
9698,Brachydactyly,615503,0001156,D059327,0110094
9699,Syndactyly,615503,0001159,D013576,0110094
9700,Failure to thrive,615503,0001508,D005183,0110094
9701,Polyhydramnios,615503,0001561,D006831,0110094
9702,Polydactyly,615503,0010442,D017689,0110094
9703,Brachydactyly,177170,0001156,D059327,0080047
9704,Arthritis,177170,0001369,D001168,0080047
9705,Spinal cord compression,177170,0002176,D013117,0080047
9706,Scoliosis,177170,0002650,D012600,0080047
9707,Osteoarthritis,177170,0002758,D010003,0080047
9708,Kyphosis,177170,0002808,D007738,0080047
9709,Arthralgia,177170,0002829,D018771,0080047
9710,Genu valgum,177170,0002857,D056304,0080047
9711,Genu varum,177170,0002970,D056305,0080047
9712,Pain,177170,0012531,D010146,0080047
9713,Brachydactyly,618618,0001156,D059327,0112288
9714,Arthritis,618618,0001369,D001168,0112288
9715,Osteoarthritis,618618,0002758,D010003,0112288
9716,Brachydactyly,617809,0001156,D059327,0111727
9717,Polyhydramnios,617809,0001561,D006831,0111727
9718,Pneumonia,617809,0002090,D011014,0111727
9719,Respiratory insufficiency,617809,0002093,D012131,0111727
9720,Dyspnea,617809,0002094,D004417,0111727
9721,Apnea,617809,0002104,D001049,0111727
9722,Hepatomegaly,617809,0002240,D006529,0111727
9723,Tracheal stenosis,617809,0002777,D014135,0111727
9724,Brachydactyly,112600,0001156,D059327,0110965
9727,Syndactyly,112600,0001159,D013576,0110965
9730,Hallux valgus,112600,0001822,D006215,0110965
9733,Brachydactyly,186570,0001156,D059327,0050789
9734,Brachydactyly,156530,0001156,D059327,0111514
9735,Respiratory insufficiency,156530,0002093,D012131,0111514
9736,Scoliosis,156530,0002650,D012600,0111514
9737,Kyphosis,156530,0002808,D007738,0111514
9738,Brachydactyly,616849,0001156,D059327,0110978
9739,Brachydactyly,615072,0001156,D059327,0110977
9740,Talipes,615072,0001883,D000070558,0110977
9741,Brachydactyly,610713,0001156,D059327,0050689
9742,Syndactyly,610713,0001159,D013576,0050689
9743,Brachydactyly,600151,0001156,D059327,0110125
9744,Intellectual disability,600151,0001249,D008607,0110125
9745,Obesity,600151,0001513,D009765,0110125
9746,Polydactyly,600151,0010442,D017689,0110125
9747,Brachydactyly,613382,0001156,D059327,0110976
9748,Brachydactyly,193530,0001156,D059327,0111571
9750,Polydactyly,193530,0010442,D017689,0111571
9752,Brachydactyly,113300,0001156,D059327,0110972
9753,Brachydactyly,617895,0001156,D059327,0080295
9754,Syndactyly,617895,0001159,D013576,0080295
9755,Respiratory insufficiency,617895,0002093,D012131,0080295
9756,Dyspnea,617895,0002094,D004417,0080295
9757,Hernia,617895,0100790,D006547,0080295
9758,Polydactyly,617895,0010442,D017689,0080295
9759,Brachydactyly,113200,0001156,D059327,0110971
9760,Brachydactyly,265800,0001156,D059327,0080038
9761,Scoliosis,265800,0002650,D012600,0080038
9762,Osteolysis,265800,0002797,D010014,0080038
9763,Spondylolisthesis,265800,0003302,D013168,0080038
9764,Spondylolysis,265800,0003304,D013169,0080038
9765,Brachydactyly,113000,0001156,D059327,0110969
9766,Syndactyly,113000,0001159,D013576,0110969
9767,Scoliosis,113000,0002650,D012600,0110969
9768,Brachydactyly,112500,0001156,D059327,0110964
9769,Brachydactyly,113100,0001156,D059327,0110970
9770,Talipes,113100,0001883,D000070558,0110970
9771,Madelung deformity,113100,0003067,C562398,0110970
9772,Polydactyly,113100,0010442,D017689,0110970
9773,Syndactyly,123150,0001159,D013576,0111337
9775,Hallux varus,123150,0008080,D050488,0111337
9777,Syndactyly,225300,0001159,D013576,0090026
9778,Ectrodactyly,225300,0100257,C574275,0090026
9779,Syndactyly,611377,0001159,D013576,0110975
9780,Syndactyly,614615,0001159,D013576,0110986
9781,Ataxia,614615,0001251,D001259,0110986
9782,Cerebellar hypoplasia,614615,0001321,C562568,0110986
9783,Hyperventilation,614615,0002883,D006985,0110986
9784,Polydactyly,614615,0010442,D017689,0110986
9785,Syndactyly,605289,0001159,D013576,0090023
9786,Triphalangeal thumb,605289,0001199,C573898,0090023
9787,Ectrodactyly,605289,0100257,C574275,0090023
9788,Syndactyly,142900,0001159,D013576,0060468
9789,Triphalangeal thumb,142900,0001199,C573898,0060468
9790,Scoliosis,142900,0002650,D012600,0060468
9791,Syndactyly,617666,0001159,D013576,0111407
9792,Syndactyly,135750,0001159,D013576,0111350
9793,Triphalangeal thumb,135750,0001199,C573898,0111350
9794,Polydactyly,135750,0010442,D017689,0111350
9795,Triphalangeal thumb,615550,0001199,C573898,0111882
9796,Anemia,615550,0001903,D000740,0111882
9797,Intellectual disability,617020,0001249,D008607,0080417
9798,Ataxia,617020,0001251,D001259,0080417
9799,Dystonia,617020,0001332,D004421,0080417
9800,Status epilepticus,617020,0002133,D013226,0080417
9801,Intellectual disability,229100,0001249,D008607,0111679
9802,Anemia,229100,0001903,D000740,0111679
9803,Intellectual disability,276880,0001249,D008607,0112180
9804,Ataxia,276880,0001251,D001259,0112180
9805,Tremor,276880,0001337,D014202,0112180
9806,Intellectual disability,246700,0001249,D008607,0060357
9807,Failure to thrive,246700,0001508,D005183,0060357
9808,Vomiting,246700,0002013,D014839,0060357
9809,Diarrhea,246700,0002014,D003967,0060357
9810,Steatorrhea,246700,0002570,D045602,0060357
9811,Hypoalbuminemia,246700,0003073,D034141,0060357
9812,Malnutrition,246700,0004395,D044342,0060357
9813,Intellectual disability,222748,0001249,D008607,0111629
9814,Lethargy,222748,0001254,D053609,0111629
9815,Plagiocephaly,222748,0001357,D059041,0111629
9816,Talipes,222748,0001883,D000070558,0111629
9817,Acidosis,222748,0001941,D000138,0111629
9818,Intellectual disability,615744,0001249,D008607,0080431
9819,Status epilepticus,615744,0002133,D013226,0080431
9820,Intellectual disability,276600,0001249,D008607,0050725
9821,Intellectual disability,300088,0001249,D008607,0060848
9822,Status epilepticus,300088,0002133,D013226,0060848
9823,Intellectual disability,614464,0001249,D008607,0110984
9824,Ataxia,614464,0001251,D001259,0110984
9825,Polydactyly,614464,0010442,D017689,0110984
9826,Intellectual disability,615991,0001249,D008607,0110136
9828,Obesity,615991,0001513,D009765,0110136
9830,Intellectual disability,617065,0001249,D008607,0080427
9831,Myoclonus,617065,0001336,D009207,0080427
9832,Chorea,617065,0002072,D002819,0080427
9833,Intellectual disability,613925,0001249,D008607,0080318
9834,Ataxia,613925,0001251,D001259,0080318
9835,Dysarthria,613925,0001260,D004401,0080318
9836,Megalencephaly,613925,0001355,D058627,0080318
9837,Intellectual disability,617836,0001249,D008607,0080473
9838,Ataxia,617836,0001251,D001259,0080473
