,HPO_LABEL,ORPHA,HPO,DOID_MAP,EDGES_TO_DOID
13223,Macrocytic anemia,3202,0001972,2361,0111575
13226,Congenital hemolytic anemia,3202,0004804,589,0111575
13229,Portal vein thrombosis,3202,0030242,11695,0111575
13232,Cholelithiasis,53035,0001081,10211,0050876
13233,Cholestasis,53035,0001396,13580,0050876
13234,Intrahepatic cholestasis,53035,0001406,1852,0050876
13235,Portal hypertension,53035,0001409,10762,0050876
13236,Esophageal varix,53035,0002040,112,0050876
13237,Cholangitis,53035,0030151,9446,0050876
13238,Cholangiocarcinoma,53035,0030153,4947,0050876
13239,Cholecystitis,131,0001082,1949,11512
13241,Cholestasis,131,0001396,13580,11512
13243,Portal hypertension,131,0001409,10762,11512
13245,Esophageal varix,131,0002040,112,11512
13247,Peritonitis,131,0002586,8283,11512
13249,Intestinal obstruction,131,0005214,8437,11512
13251,Corneal dystrophy,1490,0001131,2566,0111620
13252,Brachydactyly,140908,0001156,0050581,0110975
13253,Syndactyly,140908,0001159,11193,0110975
13254,Brachydactyly,93396,0001156,0050581,0110965
13257,Brachydactyly,93384,0001156,0050581,0110970
13259,Brachydactyly,969,0001156,0050581,0111243
13261,Brachydactyly,968,0001156,0050581,0080051
13262,Scoliosis,968,0002650,0060249,0080051
13263,Brachydactyly,750,0001156,0050581,0080047
13264,Arthritis,750,0001369,848,0080047
13265,Scoliosis,750,0002650,0060249,0080047
13266,Osteoarthritis,750,0002758,8398,0080047
13267,Myopathy,750,0003198,423,0080047
13268,Brachydactyly,3237,0001156,0050581,0050794
13271,Brachydactyly,429,0001156,0050581,0080041
13272,Intellectual disability,429,0001249,1059,0080041
13273,Arthritis,429,0001369,848,0080041
13274,Scoliosis,429,0002650,0060249,0080041
13275,Osteoarthritis,429,0002758,8398,0080041
13276,Sleep apnea,429,0010535,0050847,0080041
13277,Brachydactyly,2098,0001156,0050581,0080052
13279,Sarcoma,2098,0100242,1115,0080052
13281,Polydactyly,2098,0010442,1148,0080052
13283,Brachydactyly,2762,0001156,0050581,0111535
13284,Arthritis,2762,0001369,848,0111535
13285,Sarcoma,2762,0100242,1115,0111535
13286,Osteoarthritis,2762,0002758,8398,0111535
13287,Brachydactyly,79445,0001156,0050581,4183
13288,Intellectual disability,79445,0001249,1059,4183
13289,Obesity,79445,0001513,9970,4183
13290,Brachydactyly,40,0001156,0050581,0080050
13291,Scoliosis,40,0002650,0060249,0080050
13292,Brachydactyly,93314,0001156,0050581,0111554
13293,Scoliosis,93314,0002650,0060249,0111554
13294,Spondylometaphyseal dysplasia,93314,0002657,0112295,0111554
13295,Syndactyly,93405,0001159,11193,0111818
13297,Polydactyly,93405,0010442,1148,0111818
13299,Syndactyly,392,0001159,11193,0060468
13300,Ventricular septal defect,392,0001629,1657,0060468
13301,Patent ductus arteriosus,392,0001643,13832,0060468
13302,Atrioventricular block,392,0001678,0050820,0060468
13303,Scoliosis,392,0002650,0060249,0060468
13304,Radioulnar synostosis,392,0002974,9827,0060468
13305,Atrial fibrillation,392,0005110,0060224,0060468
13306,First degree atrioventricular block,392,0011705,0050821,0060468
13307,Syndactyly,93406,0001159,11193,0111819
13308,Syndactyly,978,0001159,11193,0050601
13309,Alopecia,978,0001596,987,0050601
13310,Syndactyly,93404,0001159,11193,0111817
13311,Intellectual disability,98784,0001249,1059,0060681
13318,Dystonia,98784,0001332,543,0060681
13325,Attention deficit hyperactivity disorder,98784,0007018,1094,0060681
13332,Intellectual disability,2382,0001249,1059,0050561
13340,Personality disorder,2382,0012075,1510,0050561
13348,Intellectual disability,905,0001249,1059,893
13349,Arthritis,905,0001369,848,893
13350,Cholestasis,905,0001396,13580,893
13351,Thrombocytopenia,905,0001873,1588,893
13352,Anemia,905,0001903,2355,893
13353,Hepatitis,905,0012115,2237,893
13354,Intellectual disability,67047,0001249,1059,0110004
13356,3-Methylglutaconic aciduria,67047,0003535,0060336,0110004
13358,Intellectual disability,64280,0001249,1059,1825
13364,Attention deficit hyperactivity disorder,64280,0007018,1094,1825
13370,Dyslexia,64280,0010522,4428,1825
13376,Intellectual disability,2466,0001249,1059,0060246
13377,Aphasia,2466,0002381,0060046,0060246
13378,Paraplegia,2466,0010550,607,0060246
13379,Intellectual disability,2573,0001249,1059,13099
13381,Intellectual disability,210571,0001249,1059,0090048
13382,Parkinsonism,210571,0001300,0080855,0090048
13383,Dystonia,210571,0001332,543,0090048
13384,Focal dystonia,210571,0004373,0050836,0090048
13385,Craniofacial dystonia,210571,0012179,0050845,0090048
13386,Intellectual disability,35,0001249,1059,14701
13388,Cardiomyopathy,35,0001638,0050700,14701
13390,Hypoglycemia,35,0001943,9993,14701
13392,Constipation,35,0002019,2089,14701
13394,Intellectual disability,510,0001249,1059,1919
13395,Arthritis,510,0001369,848,1919
13396,Anemia,510,0001903,2355,1919
13397,Gout,510,0001997,13189,1919
13398,Hyperuricemia,510,0002149,1920,1919
13399,Intellectual disability,171851,0001249,1059,0060483
13401,Cholestasis,171851,0001396,13580,0060483
13403,Intrahepatic cholestasis,171851,0001406,1852,0060483
13405,Ichthyosis,171851,0008064,1697,0060483
13407,Intellectual disability,118,0001249,1059,3633
13408,Intellectual disability,3006,0001249,1059,0080768
13411,Hypoglycemia,3006,0001943,9993,0080768
13414,Status epilepticus,3006,0002133,1824,0080768
13417,Lactic acidosis,3006,0003128,3650,0080768
13420,Intellectual disability,324410,0001249,1059,0060828
13421,Mitral valve prolapse,324410,0001634,988,0060828
13422,Congestive heart failure,324410,0001635,6000,0060828
13423,Aortic valve stenosis,324410,0001650,1712,0060828
13424,Scoliosis,324410,0002650,0060249,0060828
13425,Intellectual disability,22,0001249,1059,0060175
13426,Status epilepticus,22,0002133,1824,0060175
13427,Intellectual disability,79155,0001249,1059,0112257
13428,Metabolic acidosis,79155,0001942,0050758,0112257
13429,Renal tubular acidosis,79155,0001947,14219,0112257
13430,Stomatitis,79155,0010280,9637,0112257
13431,Intellectual disability,94083,0001249,1059,14744
13432,Dystonia,94083,0001332,543,14744
13433,Intellectual disability,79476,0001249,1059,0060832
13434,Intellectual disability,33574,0001249,1059,0111681
13435,Cholestasis,33574,0001396,13580,0111681
13436,Hemolytic anemia,33574,0001878,583,0111681
13437,Anemia,33574,0001903,2355,0111681
13438,Myopathy,33574,0003198,423,0111681
13439,Dyslexia,33574,0010522,4428,0111681
13440,Intellectual disability,742,0001249,1059,0111540
13441,Intellectual disability,23,0001249,1059,14755
13442,Oroticaciduria,23,0003218,0050833,14755
13443,Intellectual disability,348,0001249,1059,5204
13444,Metabolic acidosis,348,0001942,0050758,5204
13445,Hypoglycemia,348,0001943,9993,5204
13446,Diarrhea,348,0002014,13250,5204
13447,Hyperuricemia,348,0002149,1920,5204
13448,Lactic acidosis,348,0003128,3650,5204
13449,Intellectual disability,3077,0001249,1059,0060827
13450,Parkinsonism,3077,0001300,0080855,0060827
13451,Obesity,3077,0001513,9970,0060827
13452,Congestive heart failure,3077,0001635,6000,0060827
13453,Scoliosis,3077,0002650,0060249,0060827
13454,Intellectual disability,760,0001249,1059,5813
13455,Cerebral palsy,760,0100021,1969,5813
13456,Thrombocytopenia,760,0001873,1588,5813
13457,Hemolytic anemia,760,0001878,583,5813
13458,Lymphopenia,760,0001888,614,5813
13459,Autoimmune hemolytic anemia,760,0001890,718,5813
13460,Anemia,760,0001903,2355,5813
13461,Systemic lupus erythematosus,760,0002725,9074,5813
13462,Severe combined immunodeficiency,760,0004430,627,5813
13463,Combined immunodeficiency,760,0005387,0111962,5813
13464,Intellectual disability,79314,0001249,1059,0050574
13465,Aphasia,79314,0002381,0060046,0050574
13466,Encephalitis,79314,0002383,9588,0050574
13467,Intellectual disability,351,0001249,1059,0080540
13468,Intellectual disability,98773,0001249,1059,0050972
13469,Dysgraphia,98773,0010526,4540,0050972
13470,Intellectual disability,276193,0001249,1059,0050982
13471,Dystonia,276193,0001332,543,0050982
13472,Focal dystonia,276193,0004373,0050836,0050982
13473,Craniofacial dystonia,276193,0012179,0050845,0050982
13474,Intellectual disability,199343,0001249,1059,0060484
13475,Hypokalemia,199343,0002900,4500,0060484
13476,Intellectual disability,382,0001249,1059,0050799
13477,Dystonia,382,0001332,543,0050799
13478,Parkinsonism,33069,0001300,0080855,0080422
13486,Status epilepticus,33069,0002133,1824,0080422
13494,Cerebellar hypoplasia,93317,0001321,0070338,0112298
13495,Lissencephaly,93317,0001339,0050453,0112298
13496,Atrioventricular block,93317,0001678,0050820,0112298
13497,Metaphyseal dysplasia,93317,0100255,0080019,0112298
13498,Spondylometaphyseal dysplasia,93317,0002657,0112295,0112298
13499,Myocarditis,93317,0012819,820,0112298
13500,Dystonia,163727,0001332,543,0111645
13501,Focal dystonia,163727,0004373,0050836,0111645
13502,Dystonia,41,0001332,543,0060257
13503,Dystonia,309246,0001332,543,4795
13504,Dystonia,98767,0001332,543,0050961
13505,Craniosynostosis,289176,0001363,2340,0050949
13507,Hypophosphatemia,289176,0002148,0050336,0050949
13509,Rickets,289176,0002748,10609,0050949
13511,Osteomalacia,289176,0002749,10573,0050949
13513,Arthropathy,289176,0003040,381,0050949
13515,Arthritis,166002,0001369,848,0070305
13518,Osteoarthritis,166002,0002758,8398,0070305
13521,Myopathy,166002,0003198,423,0070305
13524,Arthritis,93356,0001369,848,0080030
13525,Osteoarthritis,93356,0002758,8398,0080030
13526,Arthritis,93283,0001369,848,0112282
13527,Spondyloepiphyseal dysplasia,93283,0002655,0112280,0112282
13528,Osteoarthritis,93283,0002758,8398,0112282
13529,Cholestasis,70567,0001396,13580,4947
13530,Cholestasis,53693,0001396,13580,0111455
13531,Metabolic acidosis,53693,0001942,0050758,0111455
13532,Renal tubular acidosis,53693,0001947,14219,0111455
13533,Lactic acidosis,53693,0003128,3650,0111455
13534,Cholestasis,3203,0001396,13580,0111562
13535,Hemolytic anemia,3203,0001878,583,0111562
13536,Anemia,3203,0001903,2355,0111562
13537,Cholestasis,26793,0001396,13580,0080155
13538,Obesity,26793,0001513,9970,0080155
13539,Ventricular septal defect,26793,0001629,1657,0080155
13540,Cardiomyopathy,26793,0001638,0050700,0080155
13541,Dilated cardiomyopathy,26793,0001644,12930,0080155
13542,Patent foramen ovale,26793,0001655,13620,0080155
13543,Atrioventricular block,26793,0001678,0050820,0080155
13544,Pericardial effusion,26793,0001698,118,0080155
13545,Metabolic acidosis,26793,0001942,0050758,0080155
13546,Hypoglycemia,26793,0001943,9993,0080155
13547,Pneumonia,26793,0002090,552,0080155
13548,Cholestasis,234,0001396,13580,12308
13549,Hepatocellular carcinoma,144,0001402,684,3883
13560,Constipation,144,0002019,2089,3883
13571,Migraine,144,0002076,6364,3883
13582,Basal cell carcinoma,144,0002671,2513,3883
13593,Pituitary adenoma,144,0002893,3829,3883
13604,Colon cancer,144,0003003,219,3883
13615,Neuroblastoma,144,0003006,769,3883
13626,Pancreatic adenocarcinoma,144,0006725,4074,3883
13637,Attention deficit hyperactivity disorder,144,0007018,1094,3883
13648,Agnosia,144,0010524,4090,3883
13659,Dysgraphia,144,0010526,4540,3883
13670,Hepatocellular carcinoma,79273,0001402,684,13269
13671,Obesity,314795,0001513,9970,0112120
13672,Scoliosis,314795,0002650,0060249,0112120
13673,Polyhydramnios,2300,0001561,8488,14671
13674,Alopecia,79397,0001596,987,0111346
13676,Alopecia,2309,0001596,987,0050449
13680,Paronychia,2309,0001818,13117,0050449
13684,Cheilitis,2309,0100825,1762,0050449
13688,Steatocystoma multiplex,2309,0012035,0111556,0050449
13692,Angular cheilitis,2309,0030318,0060312,0050449
13696,Alopecia,701,0001596,987,0050634
13697,Alopecia universalis,701,0002289,0050634,0050634
13698,Mitral valve prolapse,115,0001634,988,0111595
13699,Duodenal atresia,115,0002247,0080216,0111595
13700,Scoliosis,115,0002650,0060249,0111595
13701,Arthrogryposis multiplex congenita,115,0002804,0080954,0111595
13702,Aortic aneurysm,115,0004942,3627,0111595
13703,Intestinal atresia,115,0011100,10486,0111595
13704,Congestive heart failure,65282,0001635,6000,0090128
13705,Cardiomyopathy,65282,0001638,0050700,0090128
13706,Dilated cardiomyopathy,65282,0001644,12930,0090128
13707,Congestive heart failure,157973,0001635,6000,0110640
13708,Myopathy,157973,0003198,423,0110640
13709,Congestive heart failure,682,0001635,6000,14451
13710,Cerebral palsy,682,0100021,1969,14451
13711,Malignant hyperthermia,682,0002047,8545,14451
13712,Hypokalemia,682,0002900,4500,14451
13713,Myopathy,682,0003198,423,14451
13714,Tetralogy of Fallot,93315,0001636,6419,0112297
13716,Scoliosis,93315,0002650,0060249,0112297
13718,Spondylometaphyseal dysplasia,93315,0002657,0112295,0112297
13720,Cardiomyopathy,98896,0001638,0050700,11723
13722,Scoliosis,98896,0002650,0060249,11723
13724,Cardiomyopathy,111,0001638,0050700,0050476
13725,Dilated cardiomyopathy,111,0001644,12930,0050476
13726,Endocardial fibroelastosis,111,0001706,12929,0050476
13727,Cardiomyopathy,868,0001638,0050700,0050884
13728,Hypertrophic cardiomyopathy,868,0001639,11984,0050884
13729,Patent ductus arteriosus,98892,0001643,13832,0050454
13736,Pyloric stenosis,98892,0002021,12639,0050454
13743,Scoliosis,98892,0002650,0060249,0050454
13750,Aortic aneurysm,98892,0004942,3627,0050454
13757,Myocardial infarction,3318,0001658,5844,2224
13763,Leukemia,3318,0001909,1240,2224
13769,Acute leukemia,3318,0002488,12603,2224
13775,Myelofibrosis,3318,0011974,4971,2224
13781,Myocardial infarction,447,0001658,5844,0060284
13782,Pancytopenia,447,0001876,12450,0060284
13783,Hemolytic anemia,447,0001878,583,0060284
13784,Anemia,447,0001903,2355,0060284
13785,Leukemia,447,0001909,1240,0060284
13786,Aplastic anemia,447,0001915,12449,0060284
13787,Pulmonary embolism,447,0002204,9477,0060284
13788,Acute leukemia,447,0002488,12603,0060284
13789,Hemoglobinuria,447,0003641,582,0060284
13790,Acute myeloid leukemia,447,0004808,9119,0060284
13791,Atrioventricular block,130,0001678,0050820,0050451
13813,Cardiac arrest,130,0001695,0060319,0050451
13835,Sick sinus syndrome,130,0011704,13884,0050451
13857,First degree atrioventricular block,130,0011705,0050821,0050451
13879,Right bundle branch block,130,0011712,13209,0050451
13901,Cardiac arrest,3286,0001695,0060319,0060674
13908,Exocrine pancreatic insufficiency,586,0001738,13316,1485
13927,Pulmonary fibrosis,586,0002206,3770,1485
13946,Thrombocytopenia,521,0001873,1588,8552
13949,Thrombocytosis,521,0001894,2228,8552
13952,Leukemia,521,0001909,1240,8552
13955,Thrombocytopenia,721,0001873,1588,0111044
13956,Thrombocytopenia,3319,0001873,1588,0090118
13958,Anemia,3319,0001903,2355,0090118
13960,Scoliosis,3319,0002650,0060249,0090118
13962,Neutropenia,86788,0001875,1227,0112128
13963,Lymphopenia,543,0001888,614,8584
13964,Hyperuricemia,543,0002149,1920,8584
13965,Intestinal obstruction,543,0005214,8437,8584
13966,Iron deficiency anemia,89937,0001891,11758,0050948
13967,Anemia,89937,0001903,2355,0050948
13968,Hypochromic anemia,89937,0001931,11759,0050948
13969,Hypophosphatemia,89937,0002148,0050336,0050948
13970,Rickets,89937,0002748,10609,0050948
13971,Osteomalacia,89937,0002749,10573,0050948
13972,Anemia,44890,0001903,2355,9253
13978,Sarcoma,44890,0100242,1115,9253
13984,Constipation,44890,0002019,2089,9253
13990,Intestinal obstruction,44890,0005214,8437,9253
13996,Anemia,83469,0001903,2355,6785
13998,Sarcoma,83469,0100242,1115,6785
14000,Ileus,83469,0002595,8440,6785
14002,Intestinal obstruction,83469,0005214,8437,6785
14004,Anemia,231237,0001903,2355,0080773
14007,Microcytic anemia,231237,0001935,11252,0080773
14010,Anemia,75233,0001903,2355,14497
14011,Esophageal varix,75233,0002040,112,14497
14012,Anemia,98870,0001903,2355,0111399
14013,Diarrhea,98870,0002014,13250,0111399
14014,Anemia,157794,0001903,2355,0111684
14016,Sarcoma,157794,0100242,1115,0111684
14018,Fibrosarcoma,157794,0100244,3355,0111684
14020,Diarrhea,157794,0002014,13250,0111684
14022,Intussusception,157794,0002576,8446,0111684
14024,Gastrointestinal carcinoma,157794,0002672,0050922,0111684
14026,Colon cancer,157794,0003003,219,0111684
14028,Fibroma,157794,0010614,0050871,0111684
14030,Endometrial carcinoma,157794,0012114,2871,0111684
14032,Prostate cancer,157794,0012125,10283,0111684
14034,Leukemia,443167,0001909,1240,0060463
14036,Sarcoma,443167,0100242,1115,0060463
14038,Pancreatoblastoma,443167,0100757,6823,0060463
14040,Squamous cell carcinoma,443167,0002860,1749,0060463
14042,Neuroblastoma,443167,0003006,769,0060463
14044,Pancreatic squamous cell carcinoma,443167,0012142,0080323,0060463
14046,Ewing sarcoma,443167,0012254,3369,0060463
14048,Leukemia,524,0001909,1240,3012
14052,Sarcoma,524,0100242,1115,3012
14056,Choriocarcinoma,524,0100768,3594,3012
14060,Acute leukemia,524,0002488,12603,3012
14064,Lymphoma,524,0002665,0060058,3012
14068,Osteosarcoma,524,0002669,3347,3012
14072,Rhabdomyosarcoma,524,0002859,3247,3012
14076,Melanoma,524,0002861,1909,3012
14080,Medulloblastoma,524,0002885,0050902,3012
14084,Breast carcinoma,524,0003002,3459,3012
14088,Colon cancer,524,0003003,219,3012
14092,Acute myeloid leukemia,524,0004808,9119,3012
14096,Acute lymphoblastic leukemia,524,0006721,9952,3012
14100,Adrenocortical carcinoma,524,0006744,3948,3012
14104,Prostate cancer,524,0012125,10283,3012
14108,Stomach cancer,524,0012126,10534,3012
14112,Non-Hodgkin lymphoma,524,0012539,0060060,3012
14116,Choroid plexus carcinoma,524,0030392,5648,3012
14120,Sarcoma,587,0100242,1115,0050465
14123,Breast carcinoma,587,0003002,3459,0050465
14126,Colon cancer,587,0003003,219,0050465
14129,Fibroma,587,0010614,0050871,0050465
14132,Endometrial carcinoma,587,0012114,2871,0050465
14135,Laryngeal carcinoma,587,0012118,2600,0050465
14138,Sarcoma,31112,0100242,1115,3507
14140,Fibrosarcoma,31112,0100244,3355,3507
14142,Metabolic acidosis,33,0001942,0050758,14753
14143,Hypoglycemia,6,0001943,9993,0050710
14145,Hypoglycemia,2126,0001943,9993,0080897
14147,Constipation,2126,0002019,2089,0080897
14149,Hypophosphatemia,2126,0002148,0050336,0080897
14151,Rickets,2126,0002748,10609,0080897
14153,Prostate cancer,2126,0012125,10283,0080897
14155,Hypoglycemia,42,0001943,9993,0080153
14156,Diarrhea,42,0002014,13250,0080153
14157,Myopathy,42,0003198,423,0080153
14158,Distal arthrogryposis,42,0005684,0050646,0080153
14159,Diarrhea,71,0002014,13250,0060357
14160,Myopathy,71,0003198,423,0060357
14161,Diarrhea,35122,0002014,13250,0111633
14162,Constipation,46348,0002019,2089,0111537
14165,Migraine,209967,0002076,6364,0050994
14166,Hemiplegia,209967,0002301,10969,0050994
14167,Bronchiectasis,2032,0002110,9563,0050156
