,HPO_LABEL,ORPHA,HPO,MESH,DOID
17888,Hypertension,1359,0000822,D006973,0050471
17889,Hirsutism,1359,0001007,D006628,0050471
17890,Sarcoma,1359,0100242,D012509,0050471
17891,Headache,1359,0002315,D006261,0050471
17892,Bronchogenic cyst,1359,0100730,D001994,0050471
17893,Pheochromocytoma,1359,0002666,D010673,0050471
17894,Nevus,1359,0003764,D009506,0050471
17895,Adrenocortical carcinoma,1359,0006744,D018268,0050471
17896,Hypopituitarism,1359,0040075,D007018,0050471
17897,Hyperpituitarism,1359,0010514,D006964,0050471
17898,Fibroma,1359,0010614,D005350,0050471
17899,Histiocytoma,1359,0012315,D051642,0050471
17900,Osteochondroma,1359,0030431,D015831,0050471
17901,Hypoparathyroidism,746,0000829,D007011,0111277
17903,Lethargy,746,0001254,D053609,0111277
17905,Coma,746,0001259,D003128,0111277
17907,Muscle weakness,746,0001324,D018908,0111277
17909,Cholestasis,746,0001396,D002779,0111277
17911,Failure to thrive,746,0001508,D005183,0111277
17913,Hypoglycemia,746,0001943,D007003,0111277
17915,Respiratory insufficiency,746,0002093,D012131,0111277
17917,Hypocalcemia,746,0002901,D006996,0111277
17919,Rhabdomyolysis,746,0003201,D012206,0111277
17921,Myalgia,746,0003326,D063806,0111277
17923,Chills,746,0025143,D023341,0111277
17925,Shivering,746,0025144,D012768,0111277
17927,Pain,746,0012531,D010146,0111277
17929,Hyperparathyroidism,276152,0000843,D006961,0080137
17930,Cholestasis,276152,0001396,D002779,0080137
17931,Sarcoma,276152,0100242,D012509,0080137
17932,Diarrhea,276152,0002014,D003967,0080137
17933,Abdominal pain,276152,0002027,D015746,0080137
17934,Zollinger-Ellison syndrome,276152,0002044,D015043,0080137
17935,Thymoma,276152,0100522,D013945,0080137
17936,Carcinoid tumor,276152,0100570,D002276,0080137
17937,Esophagitis,276152,0100633,D004941,0080137
17938,Hypercalcemia,276152,0003072,D006934,0080137
17939,Peptic ulcer,276152,0004398,D010437,0080137
17940,Adrenocortical adenoma,276152,0008256,D018246,0080137
17941,Hyperpituitarism,276152,0010514,D006964,0080137
17942,Hamartoma,276152,0010566,D006222,0080137
17943,Fibroma,276152,0010614,D005350,0080137
17944,Erythema,276152,0010783,D004890,0080137
17945,Insulinoma,276152,0012197,D007340,0080137
17946,Pain,276152,0012531,D010146,0080137
17947,Adrenal insufficiency,75233,0000846,D000309,14497
17948,Ascites,75233,0001541,D001201,14497
17949,Splenomegaly,75233,0001744,D013163,14497
17950,Weight loss,75233,0001824,D015431,14497
17951,Anemia,75233,0001903,D000740,14497
17952,Fever,75233,0001945,D005334,14497
17953,Hepatomegaly,75233,0002240,D006529,14497
17954,Steatorrhea,75233,0002570,D045602,14497
17955,Cachexia,75233,0004326,D002100,14497
17956,Malnutrition,75233,0004395,D044342,14497
17957,Goiter,163634,0000853,D006042,0060221
17959,Hemangioma,163634,0001028,D006391,0060221
17961,Cerebral palsy,163634,0100021,D002547,0060221
17963,Sarcoma,163634,0100242,D012509,0060221
17965,Exostoses,163634,0100777,D005096,0060221
17967,Scoliosis,163634,0002650,D012600,0060221
17969,Osteolysis,163634,0002797,D010014,0060221
17971,Venous thrombosis,163634,0004936,D020246,0060221
17973,Chondrosarcoma,163634,0006765,D002813,0060221
17975,Astrocytoma,163634,0009592,D001254,0060221
17977,Glioma,163634,0009733,D005910,0060221
17979,Pain,163634,0012531,D010146,0060221
17981,Insulin resistance,2398,0000855,D007333,14116
17982,Hepatomegaly,2398,0002240,D006529,14116
17983,Arthralgia,2398,0002829,D018771,14116
17984,Paresthesia,2398,0003401,D010292,14116
17985,Pain,2398,0012531,D010146,14116
17986,Acute coronary syndrome,3318,0033678,D054058,2224
17992,Stroke,3318,0001297,D020521,2224
17998,Myocardial infarction,3318,0001658,D009203,2224
18004,Splenomegaly,3318,0001744,D013163,2224
18010,Leukemia,3318,0001909,D007938,2224
18016,Amaurosis fugax,3318,0100576,D020757,2224
18022,Chest pain,3318,0100749,D002637,2224
18028,Paresthesia,3318,0003401,D010292,2224
18034,Venous thrombosis,3318,0004936,D020246,2224
18040,Pain,3318,0012531,D010146,2224
18046,Acute coronary syndrome,447,0033678,D054058,0060284
18047,Pallor,447,0000980,D010167,0060284
18048,Stroke,447,0001297,D020521,0060284
18049,Muscle weakness,447,0001324,D018908,0060284
18050,Myocardial infarction,447,0001658,D009203,0060284
18051,Angina pectoris,447,0001681,D000787,0060284
18052,Pancytopenia,447,0001876,D010198,0060284
18053,Anemia,447,0001903,D000740,0060284
18054,Thromboembolism,447,0001907,D013923,0060284
18055,Leukemia,447,0001909,D007938,0060284
18056,Abdominal pain,447,0002027,D015746,0060284
18057,Pulmonary arterial hypertension,447,0002092,D000081029,0060284
18058,Pulmonary embolism,447,0002204,D011655,0060284
18059,Hemoglobinuria,447,0003641,D006456,0060284
18060,Fatigue,447,0012378,D005221,0060284
18061,Pain,447,0012531,D010146,0060284
18062,Chondrocalcinosis,2591,0000934,D002805,0080109
18064,Sarcoma,2591,0100242,D012509,0080109
18066,Tracheoesophageal fistula,2591,0002575,D014138,0080109
18068,Osteolysis,2591,0002797,D010014,0080109
18070,Hypercalcemia,2591,0003072,D006934,0080109
18072,Skin ulcer,2591,0200042,D012883,0080109
18074,Intestinal obstruction,2591,0005214,D007415,0080109
18076,Fibroma,2591,0010614,D005350,0080109
18078,Osteoporosis,186,0000939,D010024,12236
18086,Jaundice,186,0000952,D007565,12236
18094,Pruritus,186,0000989,D011537,12236
18102,Urticaria,186,0001025,D014581,12236
18110,Cholestasis,186,0001396,D002779,12236
18118,Ascites,186,0001541,D001201,12236
18126,Celiac disease,186,0002608,D002446,12236
18134,Hypotension,186,0002615,D007022,12236
18142,Hyperbilirubinemia,186,0002904,D006932,12236
18150,Autoimmunity,186,0002960,D015551,12236
18158,Hypoalbuminemia,186,0003073,D034141,12236
18166,Hepatitis,186,0012115,D006505,12236
18174,Onychomycosis,186,0012203,D014009,12236
18182,Fatigue,186,0012378,D005221,12236
18190,Osteoporosis,1517,0000939,D010024,0060569
18192,Hirsutism,1517,0001007,D006628,0060569
18194,Syndactyly,1517,0001159,D013576,0060569
18196,Intellectual disability,1517,0001249,D008607,0060569
18198,Cardiomegaly,1517,0001640,D006332,0060569
18200,Hernia,1517,0100790,D006547,0060569
18202,Coxa valga,1517,0002673,D060906,0060569
18204,Osteoporosis,2771,0000939,D010024,0060231
18206,Pterygium,2771,0001059,D011625,0060231
18208,Talipes,2771,0001883,D000070558,0060231
18210,Respiratory insufficiency,2771,0002093,D012131,0060231
18212,Scoliosis,2771,0002650,D012600,0060231
18214,Kyphosis,2771,0002808,D007738,0060231
18216,Osteoporosis,98850,0000939,D010024,4798
18221,Pruritus,98850,0000989,D011537,4798
18226,Urticaria,98850,0001025,D014581,4798
18231,Ascites,98850,0001541,D001201,4798
18236,Weight loss,98850,0001824,D015431,4798
18241,Thrombocytopenia,98850,0001873,D013921,4798
18246,Neutropenia,98850,0001875,D009503,4798
18251,Pancytopenia,98850,0001876,D010198,4798
18256,Anemia,98850,0001903,D000740,4798
18261,Leukemia,98850,0001909,D007938,4798
18266,Hypersplenism,98850,0001971,D006971,4798
18271,Leukocytosis,98850,0001974,D007964,4798
18276,Diarrhea,98850,0002014,D003967,4798
18281,Abdominal pain,98850,0002027,D015746,4798
18286,Anorexia,98850,0002039,D000855,4798
18291,Gastrointestinal hemorrhage,98850,0002239,D006471,4798
18296,Hypotension,98850,0002615,D007022,4798
18301,Lymphadenopathy,98850,0002716,D000072281,4798
18306,Osteolysis,98850,0002797,D010014,4798
18311,Arthralgia,98850,0002829,D018771,4798
18316,Fatigue,98850,0012378,D005221,4798
18321,Pain,98850,0012531,D010146,4798
18326,Flushing,98850,0031284,D005483,4798
18331,Osteoporosis,85193,0000939,D010024,12559
18334,Kyphosis,85193,0002808,D007738,12559
18337,Pain,85193,0012531,D010146,12559
18340,Osteoporosis,232,0000939,D010024,10923
18341,Cholelithiasis,232,0001081,D002769,10923
18342,Cholestasis,232,0001396,D002779,10923
18343,Thrombocytosis,232,0001894,D013922,10923
18344,Anemia,232,0001903,D000740,10923
18345,Reticulocytosis,232,0001923,D045262,10923
18346,Leukocytosis,232,0001974,D007964,10923
18347,Azotemia,232,0002157,D053099,10923
18348,Chest pain,232,0100749,D002637,10923
18349,Osteomyelitis,232,0002754,D010019,10923
18350,Hyperbilirubinemia,232,0002904,D006932,10923
18351,Pain,232,0012531,D010146,10923
18352,Osteoporosis,1159,0000939,D010024,0090004
18353,Edema,1159,0000969,D004487,0090004
18354,Muscle weakness,1159,0001324,D018908,0090004
18355,Scoliosis,1159,0002650,D012600,0090004
18356,Kyphosis,1159,0002808,D007738,0090004
18357,Coxa vara,1159,0002812,D060905,0090004
18358,Arthralgia,1159,0002829,D018771,0090004
18359,Genu valgum,1159,0002857,D056304,0090004
18360,Genu varum,1159,0002970,D056305,0090004
18361,Pain,1159,0012531,D010146,0090004
18362,Osteoporosis,93284,0000939,D010024,0112284
18363,Edema,93284,0000969,D004487,0112284
18364,Arthritis,93284,0001369,D001168,0112284
18365,Failure to thrive,93284,0001508,D005183,0112284
18366,Scoliosis,93284,0002650,D012600,0112284
18367,Osteoarthritis,93284,0002758,D010003,0112284
18368,Kyphosis,93284,0002808,D007738,0112284
18369,Coxa vara,93284,0002812,D060905,0112284
18370,Arthralgia,93284,0002829,D018771,0112284
18371,Paresthesia,93284,0003401,D010292,0112284
18372,Back pain,93284,0003418,D001416,0112284
18373,Pain,93284,0012531,D010146,0112284
18374,Jaundice,3202,0000952,D007565,0111575
18377,Edema,3202,0000969,D004487,0111575
18380,Cholelithiasis,3202,0001081,D002769,0111575
18383,Cholestasis,3202,0001396,D002779,0111575
18386,Splenomegaly,3202,0001744,D013163,0111575
18389,Polycythemia,3202,0001901,D011086,0111575
18392,Anemia,3202,0001903,D000740,0111575
18395,Thromboembolism,3202,0001907,D013923,0111575
18398,Reticulocytosis,3202,0001923,D045262,0111575
18401,Abdominal pain,3202,0002027,D015746,0111575
18404,Hyperbilirubinemia,3202,0002904,D006932,0111575
18407,Venous thrombosis,3202,0004936,D020246,0111575
18410,Fatigue,3202,0012378,D005221,0111575
18413,Pain,3202,0012531,D010146,0111575
18416,Jaundice,70567,0000952,D007565,4947
18417,Pruritus,70567,0000989,D011537,4947
18418,Cholestasis,70567,0001396,D002779,4947
18419,Fever,70567,0001945,D005334,4947
18420,Abdominal pain,70567,0002027,D015746,4947
18421,Anorexia,70567,0002039,D000855,4947
18422,Fatigue,70567,0012378,D005221,4947
18423,Pain,70567,0012531,D010146,4947
18424,Jaundice,822,0000952,D007565,12971
18429,Pallor,822,0000980,D010167,12971
18434,Cholelithiasis,822,0001081,D002769,12971
18439,Ataxia,822,0001251,D001259,12971
18444,Muscle weakness,822,0001324,D018908,12971
18449,Arthritis,822,0001369,D001168,12971
18454,Cholestasis,822,0001396,D002779,12971
18459,Splenomegaly,822,0001744,D013163,12971
18464,Anemia,822,0001903,D000740,12971
18469,Reticulocytosis,822,0001923,D045262,12971
18474,Fever,822,0001945,D005334,12971
18479,Gout,822,0001997,D006073,12971
18484,Abdominal pain,822,0002027,D015746,12971
18489,Hepatomegaly,822,0002240,D006529,12971
18494,Hyperbilirubinemia,822,0002904,D006932,12971
18499,Myalgia,822,0003326,D063806,12971
18504,Skin ulcer,822,0200042,D012883,12971
18509,Chills,822,0025143,D023341,12971
18514,Pain,822,0012531,D010146,12971
18519,Jaundice,53035,0000952,D007565,0050876
18520,Pruritus,53035,0000989,D011537,0050876
18521,Cholelithiasis,53035,0001081,D002769,0050876
18522,Cholestasis,53035,0001396,D002779,0050876
18523,Ascites,53035,0001541,D001201,0050876
18524,Splenomegaly,53035,0001744,D013163,0050876
18525,Weight loss,53035,0001824,D015431,0050876
18526,Fever,53035,0001945,D005334,0050876
18527,Leukocytosis,53035,0001974,D007964,0050876
18528,Vomiting,53035,0002013,D014839,0050876
18529,Nausea,53035,0002018,D009325,0050876
18530,Abdominal pain,53035,0002027,D015746,0050876
18531,Anorexia,53035,0002039,D000855,0050876
18532,Liver abscess,53035,0100523,D008100,0050876
18533,Hepatomegaly,53035,0002240,D006529,0050876
18534,Hyperbilirubinemia,53035,0002904,D006932,0050876
18535,Chills,53035,0025143,D023341,0050876
18536,Abscess,53035,0025615,D000038,0050876
18537,Pain,53035,0012531,D010146,0050876
18538,Cholangitis,53035,0030151,D002761,0050876
18539,Cholangiocarcinoma,53035,0030153,D018281,0050876
18540,Jaundice,3203,0000952,D007565,0111562
18541,Cholestasis,3203,0001396,D002779,0111562
18542,Splenomegaly,3203,0001744,D013163,0111562
18543,Anemia,3203,0001903,D000740,0111562
18544,Reticulocytosis,3203,0001923,D045262,0111562
18545,Jaundice,288,0000952,D007565,2373
18549,Edema,288,0000969,D004487,2373
18553,Cholelithiasis,288,0001081,D002769,2373
18557,Cholestasis,288,0001396,D002779,2373
18561,Splenomegaly,288,0001744,D013163,2373
18565,Hydrops fetalis,288,0001789,D015160,2373
18569,Anemia,288,0001903,D000740,2373
18573,Reticulocytosis,288,0001923,D045262,2373
18577,Fever,288,0001945,D005334,2373
18581,Abdominal pain,288,0002027,D015746,2373
18585,Hyperbilirubinemia,288,0002904,D006932,2373
18589,Chills,288,0025143,D023341,2373
18593,Pain,288,0012531,D010146,2373
18597,Jaundice,26793,0000952,D007565,0080155
18598,Lethargy,26793,0001254,D053609,0080155
18599,Cholestasis,26793,0001396,D002779,0080155
18600,Obesity,26793,0001513,D009765,0080155
18601,Tachycardia,26793,0001649,D013610,0080155
18602,Ventricular fibrillation,26793,0001663,D014693,0080155
18603,Atrioventricular block,26793,0001678,D054537,0080155
18604,Pericardial effusion,26793,0001698,D010490,0080155
18605,Acidosis,26793,0001941,D000138,0080155
18606,Hypoglycemia,26793,0001943,D007003,0080155
18607,Hyperammonemia,26793,0001987,D022124,0080155
18608,Vomiting,26793,0002013,D014839,0080155
18609,Hypothermia,26793,0002045,D007035,0080155
18610,Pneumonia,26793,0002090,D011014,0080155
18611,Dyspnea,26793,0002094,D004417,0080155
18612,Azotemia,26793,0002157,D053099,0080155
18613,Hepatomegaly,26793,0002240,D006529,0080155
18614,Tachypnea,26793,0002789,D059246,0080155
18615,Hypocalcemia,26793,0002901,D006996,0080155
18616,Hypoproteinemia,26793,0003075,D007019,0080155
18617,Rhabdomyolysis,26793,0003201,D012206,0080155
18618,Overweight,26793,0025502,D050177,0080155
18619,Pain,26793,0012531,D010146,0080155
18620,Heart block,26793,0012722,D006327,0080155
18621,Jaundice,33574,0000952,D007565,0111681
18622,Intellectual disability,33574,0001249,D008607,0111681
18623,Ataxia,33574,0001251,D001259,0111681
18624,Dysarthria,33574,0001260,D004401,0111681
18625,Cholestasis,33574,0001396,D002779,0111681
18626,Anemia,33574,0001903,D000740,0111681
18627,Reticulocytosis,33574,0001923,D045262,0111681
18628,Dyslexia,33574,0010522,D004410,0111681
18629,Jaundice,79477,0000952,D007565,0060833
18630,Purpura,79477,0000979,D011693,0060833
18631,Cholestasis,79477,0001396,D002779,0060833
18632,Splenomegaly,79477,0001744,D013163,0060833
18633,Neutropenia,79477,0001875,D009503,0060833
18634,Pancytopenia,79477,0001876,D010198,0060833
18635,Fever,79477,0001945,D005334,0060833
18636,Hepatomegaly,79477,0002240,D006529,0060833
18637,Lymphadenopathy,79477,0002716,D000072281,0060833
18638,Jaundice,234,0000952,D007565,12308
18639,Cholestasis,234,0001396,D002779,12308
18640,Fever,234,0001945,D005334,12308
18641,Abdominal pain,234,0002027,D015746,12308
18642,Hepatomegaly,234,0002240,D006529,12308
18643,Hyperbilirubinemia,234,0002904,D006932,12308
18644,Fatigue,234,0012378,D005221,12308
18645,Pain,234,0012531,D010146,12308
18646,Jaundice,131,0000952,D007565,11512
18648,Cholecystitis,131,0001082,D002764,11512
18650,Cholestasis,131,0001396,D002779,11512
18652,Ascites,131,0001541,D001201,11512
18654,Splenomegaly,131,0001744,D013163,11512
18656,Weight loss,131,0001824,D015431,11512
18658,Fever,131,0001945,D005334,11512
18660,Abdominal pain,131,0002027,D015746,11512
18662,Gastrointestinal hemorrhage,131,0002239,D006471,11512
18664,Hepatomegaly,131,0002240,D006529,11512
18666,Peritonitis,131,0002586,D010538,11512
18668,Intestinal obstruction,131,0005214,D007415,11512
18670,Serositis,131,0045073,D012700,11512
18672,Pain,131,0012531,D010146,11512
18674,Cyanosis,1949,0000961,D003490,14777
18676,Myoclonus,1949,0001336,D009207,14777
18678,Gastroesophageal reflux,1949,0002020,D005764,14777
18680,Apnea,1949,0002104,D001049,14777
18682,Status epilepticus,1949,0002133,D013226,14777
18684,Cyanosis,306,0000961,D003490,0060169
18689,Myoclonus,306,0001336,D009207,0060169
18694,Apnea,306,0002104,D001049,0060169
18699,Status epilepticus,306,0002133,D013226,0060169
18704,Cyanosis,51188,0000961,D003490,0060640
18705,Purpura,51188,0000979,D011693,0060640
18706,Intellectual disability,51188,0001249,D008607,0060640
18707,Ataxia,51188,0001251,D001259,0060640
18708,Failure to thrive,51188,0001508,D005183,0060640
18709,Acidosis,51188,0001941,D000138,0060640
18710,Diarrhea,51188,0002014,D003967,0060640
18711,Eczema,2199,0000964,D004485,0080223
18714,Hyperhidrosis,2199,0000975,D006945,0080223
18717,Ichthyosis,2199,0008064,D007057,0080223
18720,Erythema,2199,0010783,D004890,0080223
18723,Papilloma,2199,0012740,D010212,0080223
18726,Eczema,302,0000964,D004485,13777
18730,Papilloma,302,0012740,D010212,13777
18734,Eczema,2897,0000964,D004485,9212
18735,Pruritus,2897,0000989,D011537,9212
18736,Ichthyosis,2897,0008064,D007057,9212
18737,Hypohidrosis,633,0000966,D007007,9521
18738,Brachydactyly,633,0001156,D059327,9521
18739,Intellectual disability,633,0001249,D008607,9521
18740,Arthritis,633,0001369,D001168,9521
18741,Obesity,633,0001513,D009765,9521
18742,Hypoglycemia,633,0001943,D007003,9521
18743,Osteoarthritis,633,0002758,D010003,9521
18744,Hypercholesterolemia,633,0003124,D006937,9521
18745,Ectodermal dysplasia,69087,0000968,D004476,0111528
18746,Edema,545,0000969,D004487,0050873
18750,Lymphedema,545,0001004,D008209,0050873
18754,Meningitis,545,0001287,D008581,0050873
18758,Splenomegaly,545,0001744,D013163,0050873
18762,Weight loss,545,0001824,D015431,0050873
18766,Fever,545,0001945,D005334,0050873
18770,Pleural effusion,545,0002202,D010996,0050873
18774,Lymphoma,545,0002665,D008223,0050873
18778,Lymphadenopathy,545,0002716,D000072281,0050873
18782,Fatigue,545,0012378,D005221,0050873
18786,Edema,109,0000969,D004487,0050657
18787,Lymphedema,109,0001004,D008209,0050657
18788,Hemangioma,109,0001028,D006391,0050657
18789,Intellectual disability,109,0001249,D008607,0050657
18790,Muscle weakness,109,0001324,D018908,0050657
18791,Angina pectoris,109,0001681,D000787,0050657
18792,Weight loss,109,0001824,D015431,0050657
18793,Hypoglycemia,109,0001943,D007003,0050657
18794,Thyroiditis,109,0100646,D013966,0050657
18795,Scoliosis,109,0002650,D012600,0050657
18796,Lymphoma,109,0002665,D008223,0050657
18797,Meningioma,109,0002858,D008579,0050657
18798,Autoimmunity,109,0002960,D015551,0050657
18799,Intestinal polyposis,109,0200008,D044483,0050657
18800,Nevus,109,0003764,D009506,0050657
18801,Cachexia,109,0004326,D002100,0050657
